scraped_at,scrape_date,store_name,food_group,search_term,preferred_brand,product_name,brand,current_price_eur,previous_price_eur,currency,unit_price_value_eur,unit_price_text,package_text,quantity_value,quantity_unit,has_discount,discount_percent,discount_text,promotion_type,promotion_condition,parser,search_url,source_product_url,notes
2026-05-07T07:56:54+0000,2026-05-07,Billa,Aepfel,Aepfel,Eigenmarke,Ja! Natürlich Apfel Tasse rot,,,,EUR,,,"Ja! Natürlich Ab 0,8 kg Tasse",0.8,kg,FALSE,,,,,billa,https://shop.billa.at/produkte/ja-natuerlich-apfel-tasse-rot-00431081,https://shop.billa.at/produkte/ja-natuerlich-apfel-tasse-rot-00431081,1 kg oder Standardgebinde bevorzugt
2026-05-07T07:56:57+0000,2026-05-07,Billa,Bananen,Bananen,Eigenmarke,Ja! Natürlich Bananen,,,,EUR,,,"Ja! Natürlich Ab 0,5 kg",0.5,kg,FALSE,,,,,billa,https://shop.billa.at/produkte/ja-natuerlich-bananen-00402489,https://shop.billa.at/produkte/ja-natuerlich-bananen-00402489,lose Ware oder Standardbueschel
2026-05-07T07:56:59+0000,2026-05-07,Billa,Brot,Toastbrot,Eigenmarke,Ja! Natürlich Hausbrot,,,,EUR,,,Ja! Natürlich 600 g Stück,600,g,FALSE,,,,,billa,https://shop.billa.at/produkte/ja-natuerlich-hausbrot-00890961,https://shop.billa.at/produkte/ja-natuerlich-hausbrot-00890961,Standardpackung bevorzugt
2026-05-07T07:57:02+0000,2026-05-07,Billa,Butter,Teebutter,Eigenmarke,Ja! Natürlich Butter,,,,EUR,,,Ja! Natürlich 250 g Packung,250,g,TRUE,,preisgesenkt,,,billa,https://shop.billa.at/produkte/ja-natuerlich-butter-00827690,https://shop.billa.at/produkte/ja-natuerlich-butter-00827690,Streichfaehige oder klassische Butter
2026-05-07T07:57:04+0000,2026-05-07,Billa,Eier,Eier,Eigenmarke,Ja! Natürlich Bio Eier M,,,,EUR,,,Ja! Natürlich 10 stk,10,stk,FALSE,,,,,billa,https://shop.billa.at/produkte/ja-natuerlich-bio-eier-m-00820829,https://shop.billa.at/produkte/ja-natuerlich-bio-eier-m-00820829,Packungsgroesse dokumentieren
2026-05-07T07:57:05+0000,2026-05-07,Billa,Fisch,Raeucherlachs,Eigenmarke,BILLA Bio Räucherlachs,,,,EUR,,,BILLA Bio 100 g Stück,100,g,TRUE,,in Aktion,discount,,billa,https://shop.billa.at/produkte/billa-bio-raeucherlachs-00443218,https://shop.billa.at/produkte/billa-bio-raeucherlachs-00443218,Moeglichst Standardprodukt
2026-05-07T07:57:07+0000,2026-05-07,Billa,Fleisch,Faschiertes gemischt,Eigenmarke,Ja! Natürlich gemischtes Faschiertes,,,2.99,EUR,,,Ja! Natürlich 360 g Packung,360,g,TRUE,,in Aktion,multi_buy,ab 2 Packungen,billa,https://shop.billa.at/produkte/ja-natuerlich-gemischtes-faschiertes-00763685,https://shop.billa.at/produkte/ja-natuerlich-gemischtes-faschiertes-00763685,Frischware
2026-05-07T07:57:09+0000,2026-05-07,Billa,Haferflocken,Haferflocken,Eigenmarke,,,,,EUR,,,,,,,,,,,billa,https://shop.billa.at/produkte/ja-natuerlich-haferflocken-grob-008,,SCRAPE_ERROR: Not Found (HTTP 404).
2026-05-07T07:57:11+0000,2026-05-07,Billa,Joghurt,Naturjoghurt,Eigenmarke,Ja! Natürlich Joghurt Natur 3.6%,,,,EUR,,,Ja! Natürlich 500 g Becher,500,g,TRUE,,preisgesenkt,,,billa,https://shop.billa.at/produkte/ja-natuerlich-joghurt-natur-36-00503905,https://shop.billa.at/produkte/ja-natuerlich-joghurt-natur-36-00503905,Becher oder 500 g bevorzugt
2026-05-07T07:57:12+0000,2026-05-07,Billa,Kaese,Mozzarella,Eigenmarke,Ja! Natürlich Mozzarella,,,,EUR,,,Ja! Natürlich 125 g Beutel,125,g,TRUE,,preisgesenkt,,,billa,https://shop.billa.at/produkte/ja-natuerlich-mozzarella-00946692,https://shop.billa.at/produkte/ja-natuerlich-mozzarella-00946692,Kugel oder Standardpackung
2026-05-07T07:57:14+0000,2026-05-07,Billa,Kaffee,Kaffee Crema,Eigenmarke,BILLA Bio Caffe Crema,,,,EUR,,,BILLA Bio 1 kg Packung,1,kg,FALSE,,,,,billa,https://shop.billa.at/produkte/billa-bio-caffe-crema-00463751,https://shop.billa.at/produkte/billa-bio-caffe-crema-00463751,Ganze Bohne wenn verfuegbar
2026-05-07T07:57:15+0000,2026-05-07,Billa,Karotten,Karotten,Eigenmarke,Ja! Natürlich Karotten,,,,EUR,,,Ja! Natürlich 1 kg Sack,1,kg,FALSE,,,,,billa,https://shop.billa.at/produkte/ja-natuerlich-karotten-00407681,https://shop.billa.at/produkte/ja-natuerlich-karotten-00407681,1 kg oder Standardgebinde bevorzugt
2026-05-07T07:57:18+0000,2026-05-07,Billa,Kartoffeln,Kartoffeln,Eigenmarke,Ja! Natürlich Beilagenerdäpfel,,,,EUR,,,Ja! Natürlich 1 kg Netz,1,kg,FALSE,,,,,billa,https://shop.billa.at/produkte/ja-natuerlich-beilagenerdaepfel-00521912,https://shop.billa.at/produkte/ja-natuerlich-beilagenerdaepfel-00521912,mehlig oder festkochend falls Standard
2026-05-07T07:57:19+0000,2026-05-07,Billa,Mehl,Weizenmehl universal,Eigenmarke,Ja! Natürlich Weizenmehl Universal,,,,EUR,,,Ja! Natürlich 1 kg Packung,1,kg,FALSE,,,,,billa,https://shop.billa.at/produkte/ja-natuerlich-weizenmehl-universal-00643074,https://shop.billa.at/produkte/ja-natuerlich-weizenmehl-universal-00643074,1kg bevorzugt
2026-05-07T07:57:21+0000,2026-05-07,Billa,Milch,Vollmilch,Eigenmarke,Ja! Natürlich Vollmilch länger frisch 3.5%,,,,EUR,,,Ja! Natürlich 1 liter Packung Einweg,1,l,TRUE,,preisgesenkt,,,billa,https://shop.billa.at/produkte/ja-natuerlich-vollmilch-laenger-frisch-35-00651606,https://shop.billa.at/produkte/ja-natuerlich-vollmilch-laenger-frisch-35-00651606,3.5 Prozent oder aehnlich
2026-05-07T07:57:23+0000,2026-05-07,Billa,Nudeln,Spaghetti,Eigenmarke,BILLA Bio Spaghetti,,,1.99,EUR,,,BILLA Bio 500 g Beutel,500,g,TRUE,,in Aktion,multi_buy,ab 2 Packungen,billa,https://shop.billa.at/produkte/billa-bio-spaghetti-00443042,https://shop.billa.at/produkte/billa-bio-spaghetti-00443042,500 g Standardpackung
2026-05-07T07:57:24+0000,2026-05-07,Billa,Reis,Langkornreis,Eigenmarke,Clever Langkornreis,,,,EUR,,,CLEVER 1 kg Beutel,1,kg,FALSE,,,,,billa,https://shop.billa.at/produkte/clever-langkornreis-00309662,https://shop.billa.at/produkte/clever-langkornreis-00309662,1 kg oder 500 g Standardpackung
