scraped_at,scrape_date,store_name,food_group,category_name,search_term,preferred_brand,product_name,brand,current_price_eur,previous_price_eur,currency,unit_price_value_eur,unit_price_text,package_text,quantity_value,quantity_unit,has_discount,discount_percent,discount_text,promotion_type,promotion_condition,parser,search_url,source_product_url,notes
2026-05-13T06:45:00+0000,2026-05-13,Billa,Kaffee,Kaffee,Kaffee Crema,Eigenmarke,BILLA Bio Caffe Crema,,,,EUR,,,Billa Bio 1 kg Packung,1,kg,FALSE,,,,,billa,https://shop.billa.at/produkte/billa-bio-caffe-crema-00463751,https://shop.billa.at/produkte/billa-bio-caffe-crema-00463751,Ganze Bohne wenn verfuegbar
2026-05-13T06:45:03+0000,2026-05-13,Billa,Karotten,Karotten,Karotten,Eigenmarke,Ja! Natürlich Karotten,,,,EUR,,,JA! Natürlich 1 kg Sack,1,kg,FALSE,,,,,billa,https://shop.billa.at/produkte/ja-natuerlich-karotten-00407681,https://shop.billa.at/produkte/ja-natuerlich-karotten-00407681,1 kg oder Standardgebinde bevorzugt
2026-05-13T06:45:04+0000,2026-05-13,Billa,Kartoffeln,Kartoffeln,Kartoffeln,Eigenmarke,Ja! Natürlich Beilagenerdäpfel,,,,EUR,,,JA! Natürlich 1 kg Netz,1,kg,FALSE,,,,,billa,https://shop.billa.at/produkte/ja-natuerlich-beilagenerdaepfel-00521912,https://shop.billa.at/produkte/ja-natuerlich-beilagenerdaepfel-00521912,mehlig oder festkochend falls Standard
2026-05-13T06:45:07+0000,2026-05-13,Billa,Mehl,Mehl,Weizenmehl universal,Eigenmarke,Ja! Natürlich Weizenmehl Universal,,,,EUR,,,JA! Natürlich 1 kg Packung,1,kg,FALSE,,,,,billa,https://shop.billa.at/produkte/ja-natuerlich-weizenmehl-universal-00643074,https://shop.billa.at/produkte/ja-natuerlich-weizenmehl-universal-00643074,1kg bevorzugt
2026-05-13T06:45:09+0000,2026-05-13,Billa,Milch,Milch,Vollmilch,Eigenmarke,Ja! Natürlich Vollmilch länger frisch 3.5%,,,,EUR,,,JA! Natürlich 1 liter Packung Einweg,1,l,TRUE,,preisgesenkt,,,billa,https://shop.billa.at/produkte/ja-natuerlich-vollmilch-laenger-frisch-35-00651606,https://shop.billa.at/produkte/ja-natuerlich-vollmilch-laenger-frisch-35-00651606,3.5 Prozent oder aehnlich
2026-05-13T06:45:11+0000,2026-05-13,Billa,Nudeln,Nudeln,Spaghetti,Eigenmarke,BILLA Bio Spaghetti,,,1.99,EUR,,,Billa Bio 500 g Beutel,500,g,TRUE,,in Aktion,multi_buy,ab 2 Packungen,billa,https://shop.billa.at/produkte/billa-bio-spaghetti-00443042,https://shop.billa.at/produkte/billa-bio-spaghetti-00443042,500 g Standardpackung
2026-05-13T06:45:13+0000,2026-05-13,Billa,Reis,Reis,Langkornreis,Eigenmarke,Clever Langkornreis,,,,EUR,,,CLEVER 1 kg Beutel,1,kg,FALSE,,,,,billa,https://shop.billa.at/produkte/clever-langkornreis-00309662,https://shop.billa.at/produkte/clever-langkornreis-00309662,1 kg oder 500 g Standardpackung
2026-05-13T06:45:14+0000,2026-05-13,Billa,Schokolade,Schokolade,Vollmilchschokolade,Eigenmarke,Clever Alpenvollmilch Schokolade,,,4.99,EUR,,,CLEVER 100 g Tafel,100,g,TRUE,,in Aktion,multi_buy,ab 2 Tafeln,billa,https://shop.billa.at/produkte/clever-alpenvollmilch-schokolade-00769715,https://shop.billa.at/produkte/clever-alpenvollmilch-schokolade-00769715,Tafelware
2026-05-13T06:45:16+0000,2026-05-13,Billa,Zwiebeln,Zwiebeln,Zwiebeln,Eigenmarke,Ja! Natürlich Zwiebel gelb,,,,EUR,,,JA! Natürlich 750 g Netz,750,g,FALSE,,,,,billa,https://shop.billa.at/produkte/ja-natuerlich-zwiebel-gelb-00410615,https://shop.billa.at/produkte/ja-natuerlich-zwiebel-gelb-00410615,1 kg oder Standardgebinde bevorzugt
2026-05-13T06:45:20+0000,2026-05-13,Hofer,Aepfel,Aepfel,Aepfel,Eigenmarke,,,,,EUR,,,,,,,,,,,hofer,https://www.hofer.at/de/suchergebnis/produkte.html?search=Aepfel,,SCRAPE_ERROR: In argument: `brand = if_else(...)`.
2026-05-13T06:45:23+0000,2026-05-13,Hofer,Bananen,Bananen,Bananen,Eigenmarke,,,,,EUR,,,,,,,,,,,hofer,https://www.hofer.at/de/suchergebnis/produkte.html?search=Bananen,,SCRAPE_ERROR: In argument: `brand = if_else(...)`.
2026-05-13T06:45:25+0000,2026-05-13,Hofer,Brot,Brot,Toastbrot,Eigenmarke,HAPPY HARVEST Toastbrot,HAPPY HARVEST,0.99,,EUR,,,500 g,500,g,FALSE,,,,,hofer,https://www.hofer.at/de/p.happy-harvest-toastbrot.000000000000100778.html,https://www.hofer.at/de/p.happy-harvest-toastbrot.000000000000100778.html,Standardpackung bevorzugt
2026-05-13T06:45:28+0000,2026-05-13,Hofer,Butter,Butter,Teebutter,Eigenmarke,"ZURÜCK ZUM URSPRUNG Buttervariation, Streichzart",ZURÜCK ZUM URSPRUNG,2.99,,EUR,,,,,,FALSE,,,,,hofer,https://www.hofer.at/de/p.zurueck-zum-ursprung-buttervariation-streichzart.000000000110877002.html,https://www.hofer.at/de/p.zurueck-zum-ursprung-buttervariation-streichzart.000000000110877002.html,Streichfaehige oder klassische Butter
2026-05-13T06:45:30+0000,2026-05-13,Hofer,Eier,Eier,Eier,Eigenmarke,,,,,EUR,,,,,,,,,,,hofer,https://www.hofer.at/de/p.fair-hof-freilandeier-m-l.000000000000286196.html,,SCRAPE_ERROR: Not Found (HTTP 404).
2026-05-13T06:45:33+0000,2026-05-13,Hofer,Fisch,Fisch,Raeucherlachs,Eigenmarke,BIO Räucherlachs,BIO,4.49,,EUR,,,100 g,100,g,FALSE,,,,,hofer,https://www.hofer.at/de/p.bio-raeucherlachs.000000000000634004.html,https://www.hofer.at/de/p.bio-raeucherlachs.000000000000634004.html,Moeglichst Standardprodukt
2026-05-13T06:45:35+0000,2026-05-13,Hofer,Fleisch,Fleisch,Faschiertes gemischt,Eigenmarke,,,,,EUR,,,,,,,,,,,hofer,https://www.hofer.at/de/p.faschiertes-gemischt.000000000000538979.html,,SCRAPE_ERROR: Not Found (HTTP 404).
2026-05-13T06:45:37+0000,2026-05-13,Hofer,Haferflocken,Haferflocken,Haferflocken,Eigenmarke,"HAPPY HARVEST Haferflocken, Zart",HAPPY HARVEST,0.69,,EUR,,,500 g,500,g,FALSE,,,,,hofer,https://www.hofer.at/de/p.happy-harvest-haferflocken-zart.000000000111434001.html,https://www.hofer.at/de/p.happy-harvest-haferflocken-zart.000000000111434001.html,500 g oder 1 kg bevorzugt
2026-05-13T06:45:39+0000,2026-05-13,Hofer,Joghurt,Joghurt,Naturjoghurt,Eigenmarke,,,,,EUR,,,,,,,,,,,hofer,https://www.hofer.at/de/p.milfina-naturjoghurt--fett.000000000112360001.html,,SCRAPE_ERROR: Not Found (HTTP 404).
2026-05-13T06:45:42+0000,2026-05-13,Hofer,Kaese,Kaese,Mozzarella,Eigenmarke,ZURÜCK ZUM URSPRUNG BIO-Bergbauern Mozzarella,ZURÜCK ZUM URSPRUNG,1.39,,EUR,,,125 g,125,g,FALSE,,,,,hofer,https://www.hofer.at/de/p.zurueck-zum-ursprung-bio-bergbauern-mozzarella.000000000000106894.html,https://www.hofer.at/de/p.zurueck-zum-ursprung-bio-bergbauern-mozzarella.000000000000106894.html,Kugel oder Standardpackung
2026-05-13T06:45:44+0000,2026-05-13,Hofer,Kaffee,Kaffee,Kaffee Crema,Eigenmarke,BARISSIMO Crema Intenso,BARISSIMO,5.49,,EUR,,,500 g Günstiger seit 24.10.2025,500,g,FALSE,,,,,hofer,https://www.hofer.at/de/p.barissimo-crema-intenso.000000000000567058.html,https://www.hofer.at/de/p.barissimo-crema-intenso.000000000000567058.html,Ganze Bohne wenn verfuegbar
2026-05-13T06:45:47+0000,2026-05-13,Hofer,Karotten,Karotten,Karotten,Eigenmarke,,,,,EUR,,,,,,,,,,,hofer,https://www.hofer.at/de/suchergebnis/produkte.html?search=Karotten,,SCRAPE_ERROR: In argument: `brand = if_else(...)`.
2026-05-13T06:45:50+0000,2026-05-13,Hofer,Kartoffeln,Kartoffeln,Kartoffeln,Eigenmarke,,,,,EUR,,,,,,,,,,,hofer,https://www.hofer.at/de/suchergebnis/produkte.html?search=Kartoffeln,,SCRAPE_ERROR: In argument: `brand = if_else(...)`.
2026-05-13T06:45:53+0000,2026-05-13,Hofer,Mehl,Mehl,Weizenmehl universal,Eigenmarke,"HAPPY HARVEST Weizenmehl gemischt, Universal",HAPPY HARVEST,0.75,,EUR,,,1 kg,1,kg,FALSE,,,,,hofer,https://www.hofer.at/de/p.happy-harvest-weizenmehl-gemischt-universal.000000000101923002.html,https://www.hofer.at/de/p.happy-harvest-weizenmehl-gemischt-universal.000000000101923002.html,1kg bevorzugt
2026-05-13T06:45:57+0000,2026-05-13,Hofer,Milch,Milch,Vollmilch,Eigenmarke,"ZURÜCK ZUM URSPRUNG BIO-Bergbauern länger frisch Vollmilch 3,6 % Fett*",ZURÜCK ZUM URSPRUNG,1.79,,EUR,,,1 l,1,l,FALSE,,,,,hofer,https://www.hofer.at/de/p.zurueck-zum-ursprung-bio-bergbauern-laenger-frisch-vollmilch---fett.000000000000106885.html,https://www.hofer.at/de/p.zurueck-zum-ursprung-bio-bergbauern-laenger-frisch-vollmilch---fett.000000000000106885.html,3.5 Prozent oder aehnlich
2026-05-13T06:45:59+0000,2026-05-13,Hofer,Nudeln,Nudeln,Spaghetti,Eigenmarke,,,,,EUR,,,,,,,,,,,hofer,https://www.hofer.at/de/p.barilla-spaghetti.000000000000108993.html,,SCRAPE_ERROR: Not Found (HTTP 404).
2026-05-13T06:46:03+0000,2026-05-13,Hofer,Reis,Reis,Langkornreis,Eigenmarke,BON-RI Langkornreis,BON-RI,1.29,,EUR,,,1 kg,1,kg,FALSE,,,,,hofer,https://www.hofer.at/de/p.bon-ri-langkornreis.000000000000488808.html,https://www.hofer.at/de/p.bon-ri-langkornreis.000000000000488808.html,1 kg oder 500 g Standardpackung
2026-05-13T06:46:06+0000,2026-05-13,Hofer,Schokolade,Schokolade,Vollmilchschokolade,Eigenmarke,"MOSER ROTH BIO-Schokolade, Vollmilchschokolade-Haselnuss",MOSER ROTH,2.19,,EUR,,,100 g,100,g,FALSE,,,,,hofer,https://www.hofer.at/de/p.moser-roth-bio-schokolade-vollmilchschokolade-haselnuss.000000000318236001.html,https://www.hofer.at/de/p.moser-roth-bio-schokolade-vollmilchschokolade-haselnuss.000000000318236001.html,Tafelware
2026-05-13T06:46:09+0000,2026-05-13,Hofer,Zwiebeln,Zwiebeln,Zwiebeln,Eigenmarke,,,,,EUR,,,,,,,,,,,hofer,https://www.hofer.at/de/suchergebnis/produkte.html?search=Zwiebeln,,SCRAPE_ERROR: In argument: `brand = if_else(...)`.
2026-05-13T06:46:11+0000,2026-05-13,Lidl,Aepfel,Aepfel,Aepfel,Eigenmarke,,,,,EUR,,,,,,,,,,,lidl,https://www.lidl.at/p/aepfel-rot-aus-oesterreich/p10047420,,SCRAPE_ERROR: Not Found (HTTP 404).
2026-05-13T06:46:12+0000,2026-05-13,Lidl,Bananen,Bananen,Bananen,Eigenmarke,,,,,EUR,,,,,,,,,,,lidl,https://www.lidl.at/p/bananen/p10047876,,SCRAPE_ERROR: Not Found (HTTP 404).
2026-05-13T06:46:14+0000,2026-05-13,Lidl,Brot,Brot,Toastbrot,Eigenmarke,,,,,EUR,,,,,,,,,,,lidl,https://www.lidl.at/p/oelz-butter-toast/p10041861,,SCRAPE_ERROR: Not Found (HTTP 404).
2026-05-13T06:46:15+0000,2026-05-13,Lidl,Butter,Butter,Teebutter,Eigenmarke,,,,,EUR,,,,,,,,,,,lidl,https://www.lidl.at/p/schaerdinger-sommerbutter/p10046703,,SCRAPE_ERROR: Not Found (HTTP 404).
2026-05-13T06:46:16+0000,2026-05-13,Lidl,Eier,Eier,Eier,Eigenmarke,,,,,EUR,,,,,,,,,,,lidl,https://www.lidl.at/p/weisse-eier-aus-bodenhaltung/p10047011,,SCRAPE_ERROR: Not Found (HTTP 404).
2026-05-13T06:46:18+0000,2026-05-13,Lidl,Fisch,Fisch,Raeucherlachs,Eigenmarke,,,,,EUR,,,,,,,,,,,lidl,https://www.lidl.at/p/deluxe-norwegischer-raeucherlachs-mit-pistazien/p10045802,,SCRAPE_ERROR: Not Found (HTTP 404).
2026-05-13T06:46:19+0000,2026-05-13,Lidl,Fleisch,Fleisch,Faschiertes gemischt,Eigenmarke,,,,,EUR,,,,,,,,,,,lidl,https://www.lidl.at/p/frisches-faschiertes-gemischt/p10046926,,SCRAPE_ERROR: Not Found (HTTP 404).
2026-05-13T06:46:20+0000,2026-05-13,Lidl,Haferflocken,Haferflocken,Haferflocken,Eigenmarke,,,,,EUR,,,,,,,,,,,lidl,https://www.lidl.at/p/crownfield-haferflocken/p10043068,,SCRAPE_ERROR: Not Found (HTTP 404).
2026-05-13T06:46:22+0000,2026-05-13,Lidl,Joghurt,Joghurt,Naturjoghurt,Eigenmarke,,,,,EUR,,,,,,,,,,,lidl,https://www.lidl.at/p/alpengut-naturjoghurt/p10047577,,SCRAPE_ERROR: Not Found (HTTP 404).
2026-05-13T06:46:23+0000,2026-05-13,Lidl,Kaese,Kaese,Mozzarella,Eigenmarke,,,,,EUR,,,,,,,,,,,lidl,https://www.lidl.at/p/alpengut-mozzarella-in-scheiben/p10047169,,SCRAPE_ERROR: Not Found (HTTP 404).
2026-05-13T06:46:25+0000,2026-05-13,Lidl,Kaffee,Kaffee,Kaffee Crema,Eigenmarke,,,,,EUR,,,,,,,,,,,lidl,https://www.lidl.at/p/fairglobe-fairtrade-bio-caffe-crema/p10047589,,SCRAPE_ERROR: Not Found (HTTP 404).
2026-05-13T06:46:26+0000,2026-05-13,Lidl,Karotten,Karotten,Karotten,Eigenmarke,,,,,EUR,,,,,,,,,,,lidl,https://www.lidl.at/p/karotten-aus-oesterreich/p10046159,,SCRAPE_ERROR: Not Found (HTTP 404).
2026-05-13T06:46:28+0000,2026-05-13,Lidl,Kartoffeln,Kartoffeln,Kartoffeln,Eigenmarke,,,,,EUR,,,,,,,,,,,lidl,https://www.lidl.at/p/speisekartoffeln-aus-oesterreich/p10047419,,SCRAPE_ERROR: Not Found (HTTP 404).
2026-05-13T06:46:29+0000,2026-05-13,Lidl,Mehl,Mehl,Weizenmehl universal,Eigenmarke,,,,,EUR,,,,,,,,,,,lidl,https://www.lidl.at/p/omas-backstube-weizenmehl/p10046129,,SCRAPE_ERROR: Not Found (HTTP 404).
2026-05-13T06:46:30+0000,2026-05-13,Lidl,Milch,Milch,Vollmilch,Eigenmarke,ALPENGUT Vollmilch länger frisch,ALPENGUT,,,EUR,,,"<ul> <li>Testergebnis: Gut</li> <li>Gestestet wurde von der &Ouml;GVS im Rahmen der Studie ,,Vollmilch (l&auml;nger frisch) 2025"" (04/2025)</li> <li>Eine Zusammenfassung der Studie findet sich <a href=""https://www.qualitaetstest.at/tests/test- vollmilch-35-laenger-frisch-sensorische-pruefung/"">hier</a></li> </ul>",,,FALSE,,,,,lidl,https://www.lidl.at/p/alpengut-vollmilch-laenger-frisch/p10032274,https://www.lidl.at/p/alpengut-vollmilch-laenger-frisch/p10032274,3.5 Prozent oder aehnlich
2026-05-13T06:46:32+0000,2026-05-13,Lidl,Nudeln,Nudeln,Spaghetti,Eigenmarke,,,,,EUR,,,,,,,,,,,lidl,https://www.lidl.at/p/combino-spaghetti-oder-penne-rigate/p10040600,,SCRAPE_ERROR: Not Found (HTTP 404).
2026-05-13T06:46:33+0000,2026-05-13,Lidl,Reis,Reis,Langkornreis,Eigenmarke,,,,,EUR,,,,,,,,,,,lidl,https://www.lidl.at/p/ben-s-original-express-reis/p10046429,,SCRAPE_ERROR: Not Found (HTTP 404).
2026-05-13T06:46:34+0000,2026-05-13,Lidl,Schokolade,Schokolade,Vollmilchschokolade,Eigenmarke,,,,,EUR,,,,,,,,,,,lidl,https://www.lidl.at/p/nostja-milchschokolade/p10038896,,SCRAPE_ERROR: Not Found (HTTP 404).
2026-05-13T06:46:36+0000,2026-05-13,Lidl,Zwiebeln,Zwiebeln,Zwiebeln,Eigenmarke,,,,,EUR,,,,,,,,,,,lidl,https://www.lidl.at/p/zwiebeln-rot-aus-oesterreich/p10047749,,SCRAPE_ERROR: Not Found (HTTP 404).
2026-05-13T06:46:41+0000,2026-05-13,MPreis,Aepfel,Aepfel,Aepfel,Eigenmarke,,,,,EUR,,,,,,,,,,,mpreis,https://www.mpreis.at/search/Aepfel,,SCRAPE_ERROR: In argument: `brand = if_else(...)`.
2026-05-13T06:46:45+0000,2026-05-13,MPreis,Bananen,Bananen,Bananen,Eigenmarke,,,,,EUR,,,,,,,,,,,mpreis,https://www.mpreis.at/search/Bananen,,SCRAPE_ERROR: In argument: `brand = if_else(...)`.
2026-05-13T06:46:48+0000,2026-05-13,MPreis,Brot,Brot,Toastbrot,Eigenmarke,,,,,EUR,,,,,,,,,,,mpreis,https://www.mpreis.at/search/Toastbrot,,SCRAPE_ERROR: In argument: `brand = if_else(...)`.
2026-05-13T06:46:50+0000,2026-05-13,MPreis,Butter,Butter,Teebutter,Eigenmarke,,,,,EUR,,,,,,,,,,,mpreis,https://www.mpreis.at/search/Teebutter,,SCRAPE_ERROR: In argument: `brand = if_else(...)`.
2026-05-13T06:46:54+0000,2026-05-13,MPreis,Eier,Eier,Eier,Eigenmarke,,,,,EUR,,,,,,,,,,,mpreis,https://www.mpreis.at/search/Eier,,SCRAPE_ERROR: In argument: `brand = if_else(...)`.
2026-05-13T06:46:55+0000,2026-05-13,MPreis,Fisch,Fisch,Raeucherlachs,Eigenmarke,,,,,EUR,,,,,,,,,,,mpreis,https://www.mpreis.at/search/Raeucherlachs,,SCRAPE_ERROR: In argument: `brand = if_else(...)`.
2026-05-13T06:46:58+0000,2026-05-13,MPreis,Fleisch,Fleisch,Faschiertes gemischt,Eigenmarke,,,,,EUR,,,,,,,,,,,mpreis,https://www.mpreis.at/search/Faschiertes%20gemischt,,SCRAPE_ERROR: In argument: `brand = if_else(...)`.
2026-05-13T06:47:01+0000,2026-05-13,MPreis,Haferflocken,Haferflocken,Haferflocken,Eigenmarke,,,,,EUR,,,,,,,,,,,mpreis,https://www.mpreis.at/search/Haferflocken,,SCRAPE_ERROR: In argument: `brand = if_else(...)`.
2026-05-13T06:47:05+0000,2026-05-13,MPreis,Joghurt,Joghurt,Naturjoghurt,Eigenmarke,,,,,EUR,,,,,,,,,,,mpreis,https://www.mpreis.at/search/Naturjoghurt,,SCRAPE_ERROR: In argument: `brand = if_else(...)`.
2026-05-13T06:47:07+0000,2026-05-13,MPreis,Kaese,Kaese,Mozzarella,Eigenmarke,,,,,EUR,,,,,,,,,,,mpreis,https://www.mpreis.at/search/Mozzarella,,SCRAPE_ERROR: In argument: `brand = if_else(...)`.
2026-05-13T06:47:11+0000,2026-05-13,MPreis,Kaffee,Kaffee,Kaffee Crema,Eigenmarke,,,,,EUR,,,,,,,,,,,mpreis,https://www.mpreis.at/search/Kaffee%20Crema,,SCRAPE_ERROR: In argument: `brand = if_else(...)`.
2026-05-13T06:47:14+0000,2026-05-13,MPreis,Karotten,Karotten,Karotten,Eigenmarke,,,,,EUR,,,,,,,,,,,mpreis,https://www.mpreis.at/search/Karotten,,SCRAPE_ERROR: In argument: `brand = if_else(...)`.
2026-05-13T06:47:17+0000,2026-05-13,MPreis,Kartoffeln,Kartoffeln,Kartoffeln,Eigenmarke,,,,,EUR,,,,,,,,,,,mpreis,https://www.mpreis.at/search/Kartoffeln,,SCRAPE_ERROR: In argument: `brand = if_else(...)`.
2026-05-13T06:47:19+0000,2026-05-13,MPreis,Mehl,Mehl,Weizenmehl universal,Eigenmarke,,,,,EUR,,,,,,,,,,,mpreis,https://www.mpreis.at/search/Weizenmehl%20universal,,SCRAPE_ERROR: In argument: `brand = if_else(...)`.
2026-05-13T06:47:22+0000,2026-05-13,MPreis,Milch,Milch,Vollmilch,Eigenmarke,,,,,EUR,,,,,,,,,,,mpreis,https://www.mpreis.at/search/Vollmilch,,SCRAPE_ERROR: parser returned no products.
2026-05-13T06:47:25+0000,2026-05-13,MPreis,Nudeln,Nudeln,Spaghetti,Eigenmarke,,,,,EUR,,,,,,,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,SCRAPE_ERROR: In argument: `brand = if_else(...)`.
2026-05-13T06:47:27+0000,2026-05-13,MPreis,Reis,Reis,Langkornreis,Eigenmarke,,,,,EUR,,,,,,,,,,,mpreis,https://www.mpreis.at/search/Langkornreis,,SCRAPE_ERROR: In argument: `brand = if_else(...)`.
2026-05-13T06:47:29+0000,2026-05-13,MPreis,Schokolade,Schokolade,Vollmilchschokolade,Eigenmarke,,,,,EUR,,,,,,,,,,,mpreis,https://www.mpreis.at/search/Vollmilchschokolade,,SCRAPE_ERROR: parser returned no products.
2026-05-13T06:47:32+0000,2026-05-13,MPreis,Zwiebeln,Zwiebeln,Zwiebeln,Eigenmarke,,,,,EUR,,,,,,,,,,,mpreis,https://www.mpreis.at/search/Zwiebeln,,SCRAPE_ERROR: In argument: `brand = if_else(...)`.
